{'letter': '-'}&{'letter': 'S', 'number': 1, 'across': 'Catch a break?', 'down': 'Quintessential ingredient to borrow from a neighbor'}&{'letter': 'U', 'number': 2, 'down': 'Commercial aviation name from 1979-97'}&{'letter': 'R', 'number': 3, 'down': 'Animal whose horn is worth more than its weight in gold'}&{'letter': 'F', 'number': 4, 'down': 'The ___ things in life'}
"{'letter': 'S', 'number': 5, 'across': 'Gas station ___ (notoriously dubious food)', 'down': '""Me too""'}"&{'letter': 'U'}&{'letter': 'S'}&{'letter': 'H'}&{'letter': 'I'}
{'letter': 'A', 'number': 6, 'across': 'For a second time'}&{'letter': 'G'}&{'letter': 'A'}&{'letter': 'I'}&{'letter': 'N'}
{'letter': 'M', 'number': 7, 'across': 'Where Susan Collins is senator'}&{'letter': 'A'}&{'letter': 'I'}&{'letter': 'N'}&{'letter': 'E'}
"{'letter': 'E', 'number': 8, 'across': ""Crossword solver's wrong letter, for example""}"&{'letter': 'R'}&{'letter': 'R'}&{'letter': 'O'}&{'letter': 'R'}
